n,dist_family,rho,heterogeneity,cost_scenario,instances,status_counts,runtime_mean,drop_mean,drop_median,ratio_mean,ratio_median
10,exponential,0.5,partial,zero,1,{'TIME_LIMIT': 1},301.5523600578308,0.3400000000000004,0.3400000000000004,0.6599999999999996,0.6599999999999996
10,logit,-0.5,full,hvhm,1,{'TIME_LIMIT': 1},301.664892911911,0.29859544927203263,0.29859544927203263,0.7014045507279674,0.7014045507279674
10,logit,-0.5,full,hvlm,1,{'TIME_LIMIT': 1},307.62345910072327,0.37980858929012085,0.37980858929012085,0.6201914107098792,0.6201914107098792
10,logit,-0.5,full,zero,1,{'OPTIMAL': 1},176.01285982131958,0.028999999999952508,0.028999999999952508,0.9710000000000475,0.9710000000000475
10,logit,-0.5,none,hvhm,1,{'TIME_LIMIT': 1},300.4978311061859,0.4309663111830081,0.4309663111830081,0.5690336888169919,0.5690336888169919
10,logit,-0.5,none,hvlm,1,{'TIME_LIMIT': 1},300.42412400245667,0.4250847478304228,0.4250847478304228,0.5749152521695772,0.5749152521695772
10,logit,-0.5,none,zero,1,{'TIME_LIMIT': 1},300.4613997936249,0.13851953493341096,0.13851953493341096,0.861480465066589,0.861480465066589
10,logit,-0.5,partial,hvhm,1,{'TIME_LIMIT': 1},300.9967041015625,0.7400000000000002,0.7400000000000002,0.25999999999999984,0.25999999999999984
10,logit,-0.5,partial,hvlm,1,{'TIME_LIMIT': 1},301.349720954895,0.39001101442961006,0.39001101442961006,0.6099889855703899,0.6099889855703899
10,logit,-0.5,partial,zero,1,{'TIME_LIMIT': 1},301.2187650203705,0.0906250000000004,0.0906250000000004,0.9093749999999996,0.9093749999999996
10,logit,0.0,full,hvhm,1,{'TIME_LIMIT': 1},300.41018891334534,0.03610079091018048,0.03610079091018048,0.9638992090898195,0.9638992090898195
10,logit,0.0,full,hvlm,1,{'TIME_LIMIT': 1},300.54194498062134,0.1867213254532727,0.1867213254532727,0.8132786745467273,0.8132786745467273
10,logit,0.0,full,zero,1,{'TIME_LIMIT': 1},300.54498505592346,0.011278043974195184,0.011278043974195184,0.9887219560258048,0.9887219560258048
10,logit,0.0,none,hvhm,1,{'TIME_LIMIT': 1},300.5585300922394,0.27696337739099663,0.27696337739099663,0.7230366226090034,0.7230366226090034
10,logit,0.0,none,hvlm,1,{'TIME_LIMIT': 1},300.7298049926758,0.3079228848181089,0.3079228848181089,0.6920771151818911,0.6920771151818911
10,logit,0.0,none,zero,1,{'TIME_LIMIT': 1},300.7153580188751,0.14621855676434448,0.14621855676434448,0.8537814432356555,0.8537814432356555
